u,i,t
2648,10018,1687191478.0
3638,11198,1688119600.0
6074,6033,1699971464.0
2254,6647,1709306110.0
1939,1979,1678209904.0
5978,2614,1688562447.0
3107,7350,1704272932.0
1129,9137,1708687008.0
6584,14635,1680106843.0
4210,8395,1692778661.0
6942,15012,1675954440.0
3472,13749,1687354611.0
7108,1398,1687369268.0
3355,2983,1678376377.0
2931,4220,1695722873.0
3524,10302,1688736477.0
532,5652,1713533962.0
3444,4238,1714573666.0
3,123,1675420127.0
6461,15137,1680701735.0
5804,13843,1707838125.0
1388,2882,1688140195.0
861,7792,1686236053.0
3085,13318,1716974293.0
2629,12791,1680516880.0
2347,11904,1678876275.0
3155,13426,1721041287.0
435,2188,1699960931.0
3293,13598,1701971309.0
4734,13587,1692028240.0
617,3546,1683710435.0
3116,3878,1694529850.0
1331,1491,1717156164.0
6746,3019,1705319246.0
5143,12082,1718368567.0
5240,2795,1705926149.0
6176,8483,1707221982.0
547,5762,1680199323.0
3127,12168,1714144397.0
4883,1409,1674827660.0
1354,7716,1673961145.0
6224,3465,1679657464.0
5210,1130,1694084289.0
1416,865,1698842927.0
6869,771,1674148401.0
6286,3753,1711367655.0
1939,9293,1700070013.0
4279,2614,1718020209.0
7305,13938,1708437782.0
5003,8680,1675246525.0
4854,489,1708359019.0
187,2527,1712337988.0
6023,2526,1715173610.0
2313,630,1680511177.0
4734,13587,1691511258.0
41,775,1696000323.0
4657,2820,1726664659.0
977,1626,1696243385.0
4158,5488,1708955702.0
7260,2742,1726749808.0
187,2540,1714125628.0
2363,12357,1688757335.0
2478,2761,1697279229.0
1692,2154,1678973169.0
6925,8462,1690374465.0
722,7051,1686669043.0
6953,1463,1678712165.0
3223,1228,1685092180.0
7006,10472,1687881694.0
41,801,1701184279.0
7385,11284,1714488635.0
949,8168,1715082464.0
6885,15170,1693495192.0
700,4031,1676730499.0
2180,5596,1681767506.0
6309,15104,1680696276.0
1220,5727,1715944092.0
6071,13823,1694973743.0
469,5238,1699447411.0
3488,13772,1675259093.0
4968,1686,1686325052.0
1087,7435,1709742567.0
1239,9670,1696961046.0
5240,13915,1687180004.0
5247,13781,1701351174.0
6497,2797,1701093361.0
832,4189,1683299718.0
41,488,1706269764.0
1006,7791,1718373438.0
4149,9974,1687362459.0
7710,1367,1713973634.0
2427,6173,1708516758.0
3075,13352,1678717863.0
5616,14427,1686240731.0
1243,9692,1687977332.0
2483,1020,1674207455.0
1928,5456,1695311398.0
4323,8542,1709133963.0
7545,8999,1706001511.0
2916,170,1714132776.0
1940,11638,1679407773.0
469,5239,1699447395.0
4198,1452,1701887948.0
3255,8334,1677502672.0
957,1091,1703772422.0
458,5156,1702648562.0
5176,12379,1714738406.0
961,8360,1706891637.0
5431,5353,1678450628.0
4986,216,1698407841.0
240,3055,1720694328.0
845,6799,1710515532.0
416,2480,1679931736.0
521,5475,1672935906.0
3174,2996,1695207255.0
111,1711,1705666121.0
3661,2284,1702560240.0
1318,2504,1697641734.0
1239,4320,1708166219.0
7156,11126,1699974133.0
5671,14304,1714655789.0
1029,5247,1704295787.0
2766,4560,1686301477.0
7140,13388,1711647002.0
6133,5330,1700654337.0
1954,3055,1685453941.0
992,8481,1677072072.0
903,2172,1699969522.0
5391,6604,1683654561.0
2478,3039,1721735643.0
347,4054,1683126247.0
4883,6223,1712135053.0
6328,13766,1683558612.0
4891,73,1710952597.0
4166,14266,1697723826.0
7238,13628,1699269248.0
6141,14578,1706632743.0
1011,12,1674488301.0
904,8016,1684846600.0
710,3291,1695921271.0
3116,5380,1695384504.0
7162,14163,1694426700.0
5764,14977,1680104943.0
798,7475,1677098969.0
747,6814,1688555426.0
4453,8786,1684250205.0
3381,4514,1685972074.0
1831,11387,1683900057.0
2405,3945,1705314404.0
7162,14163,1694599106.0
2075,8886,1707217961.0
5908,14609,1680014536.0
916,8089,1686827908.0
1744,550,1704736670.0
6857,12543,1688567645.0
6587,10160,1686649783.0
1253,9750,1691414476.0
1094,8927,1706188308.0
5153,4407,1706702553.0
3522,10715,1708440090.0
5470,14080,1700559835.0
2551,4631,1725278507.0
5878,6689,1719323443.0
1569,10720,1676986710.0
600,6165,1705313286.0
4769,13999,1680794878.0
6579,11373,1674556686.0
710,5960,1694012876.0
2284,10349,1720698704.0
6498,13101,1708359903.0
1538,10616,1697799669.0
14,346,1681222051.0
6869,75,1677785024.0
2521,1368,1708018015.0
1684,9071,1681213760.0
2478,4480,1694862196.0
6145,7118,1705421730.0
2733,1011,1711454098.0
2953,4962,1683553028.0
2037,8258,1679134679.0
7177,14519,1696506896.0
1415,4808,1693492039.0
1429,10349,1706536709.0
602,6187,1708699697.0
3212,9554,1680613619.0
7405,3055,1696345411.0
2228,3814,1687444569.0
3011,10973,1708694806.0
3237,9678,1699437867.0
160,2180,1688576020.0
2128,2130,1679737219.0
3,153,1700158522.0
723,7073,1698840982.0
2074,595,1688660848.0
362,4213,1689160328.0
2919,5748,1698926278.0
384,4418,1678883590.0
5371,3271,1685458316.0
6552,14164,1697550073.0
4509,14456,1675434467.0
5994,14440,1685464955.0
1171,9403,1687517485.0
998,8511,1693565879.0
2514,3025,1713443812.0
6141,14578,1706028792.0
1284,466,1696414477.0
3885,7514,1709228559.0
6015,7217,1704386497.0
252,3137,1698840260.0
5674,3261,1692618141.0
0,22,1710845850.0
1473,7413,1685793177.0
2570,5588,1697822182.0
2374,4688,1675272770.0
1987,5343,1684924127.0
7196,13174,1704803835.0
2800,5183,1700847769.0
1046,5153,1706711704.0
4293,2820,1677508718.0
732,7127,1712080200.0
6861,8808,1702494616.0
459,5182,1678991333.0
4125,14247,1727955730.0
925,6677,1709656907.0
1097,1191,1713537270.0
1651,10942,1675413427.0
4952,1160,1685801166.0
6711,14592,1706266783.0
6869,14670,1675506629.0
186,1164,1705750784.0
4854,466,1698751259.0
2,53,1694253737.0
1254,9482,1688732119.0
6979,6891,1678384801.0
1715,11103,1707922068.0
6541,3773,1708354304.0
1849,1963,1690975103.0
6504,3500,1707302533.0
6145,8999,1682522860.0
3325,7863,1699273417.0
554,5388,1715788425.0
7108,10018,1713884207.0
4100,13460,1699456931.0
3524,6472,1713868940.0
554,5826,1718042845.0
1103,422,1700752041.0
4370,13696,1675428078.0
3746,11571,1695745985.0
2471,129,1673631729.0
346,4051,1705915838.0
930,8205,1675433483.0
147,2010,1692198635.0
1952,11591,1688042628.0
382,4402,1708432413.0
7089,10651,1705924600.0
6436,7399,1704366006.0
2034,11810,1680715175.0
2391,12409,1701107840.0
5361,8541,1697642192.0
1763,10962,1698240996.0
1847,4724,1684858339.0
1205,8675,1689091540.0
3474,2557,1695724011.0
2538,611,1682523529.0
7029,7696,1681734101.0
1244,3538,1675961747.0
7622,9610,1706960555.0
1108,5558,1682365077.0
7080,3320,1713272758.0
7196,103,1701779692.0
4488,3090,1681999224.0
2059,11852,1708629921.0
6424,12877,1678886860.0
2966,13216,1686560976.0
3669,1746,1685551583.0
1710,4773,1695473609.0
4152,14238,1673270554.0
2035,9719,1699282216.0
6252,2741,1679935263.0
4382,10023,1697743209.0
262,3288,1688027061.0
2447,5853,1681822223.0
1284,3699,1706808263.0
2225,2457,1678180344.0
4500,6978,1686757005.0
5508,10875,1675689316.0
2563,637,1674666523.0
452,4769,1705932992.0
640,6464,1675343519.0
968,4848,1689959168.0
7374,2650,1694775385.0
827,2750,1675852675.0
2583,2917,1707308239.0
3290,91,1677082742.0
4358,6490,1676043885.0
5466,10387,1710240361.0
5641,4028,1686305221.0
6230,2744,1701263442.0
1902,7488,1691234854.0
362,4246,1708426845.0
219,2883,1676893886.0
1958,8433,1681571022.0
434,4835,1706890086.0
4512,12337,1680781856.0
1159,9349,1683708110.0
4272,13672,1677507000.0
675,6745,1719321142.0
5039,10715,1706017038.0
286,3491,1705062681.0
2739,1826,1693921608.0
1431,509,1724950495.0
3564,13875,1705920740.0
2921,12131,1710149547.0
2261,8557,1702316277.0
3547,1772,1702298527.0
6869,15214,1679763038.0
3782,3559,1708696573.0
3176,13450,1686838431.0
7226,3174,1711471059.0
5014,10918,1674124322.0
895,792,1701439546.0
1337,10092,1674897234.0
2193,12071,1708360154.0
1354,9584,1676040990.0
51,1151,1707824712.0
1370,2883,1692113475.0
41,758,1686581516.0
1624,6888,1673447993.0
660,6628,1706894777.0
6589,2869,1678888090.0
2594,2881,1688726788.0
1297,9954,1689253915.0
574,2316,1693235609.0
222,2759,1686414066.0
5998,499,1713790707.0
3115,12170,1685638232.0
2548,4414,1676982093.0
38,699,1707415801.0
6419,15125,1705483191.0
7550,46,1708704149.0
3931,560,1699270557.0
2810,4981,1698846398.0
4573,12632,1709039027.0
2517,10361,1715940818.0
2930,1064,1720091535.0
3705,7492,1690365094.0
6364,2663,1692634425.0
661,5059,1689765942.0
6147,13388,1710323309.0
3233,4603,1700239663.0
2381,2133,1699464427.0
3353,4531,1673256455.0
2421,1971,1698408260.0
3528,2246,1713182875.0
600,6161,1703847208.0
557,5864,1704289504.0
6064,905,1706980303.0
3089,9853,1678293748.0
3916,2501,1712591924.0
5207,1884,1698849503.0
1347,9940,1720018674.0
2267,4135,1689851370.0
5768,9606,1707132631.0
32,641,1695218465.0
1046,8451,1716559367.0
1429,10351,1675261764.0
6126,9155,1679325366.0
3494,11808,1711546088.0
7507,8474,1705408308.0
7017,7217,1689162326.0
3382,1776,1707900663.0
700,6869,1673697307.0
313,3778,1719411441.0
916,8096,1707137901.0
7017,7427,1689347024.0
1141,9202,1692720059.0
3474,4220,1700572233.0
0,23,1710932362.0
4424,46,1677775620.0
5974,2277,1692114706.0
4935,1852,1675692554.0
5436,52,1710778751.0
3826,14023,1697034336.0
4074,10168,1709299244.0
5299,12426,1685619643.0
2189,1887,1692967771.0
3293,13596,1682426565.0
2920,7325,1697047058.0
5437,11124,1678184847.0
6866,8025,1673007822.0
5431,14824,1709910808.0
1934,28,1714753627.0
2548,1779,1708345054.0
2453,2856,1699355271.0
1864,1734,1702982149.0
1954,11660,1704894546.0
4852,167,1709194571.0
3088,993,1684926383.0
1539,227,1693238628.0
6176,518,1675343657.0
1158,8955,1701864628.0
4175,8474,1708772381.0
4061,12683,1681213889.0
2656,6326,1692613743.0
6556,11944,1714657703.0
153,2067,1684840070.0
7050,5415,1692867654.0
4926,7858,1685535447.0
1999,6363,1696241128.0
3755,3415,1695287290.0
6624,8904,1707726274.0
1487,10510,1680200398.0
210,2793,1692795066.0
6599,15171,1677236257.0
1575,1161,1713624797.0
1575,120,1684596684.0
7708,11874,1713897472.0
2075,11693,1697197899.0
3274,2750,1678187396.0
1094,8919,1679920642.0
7507,10715,1701777818.0
2370,11847,1681467552.0
2471,12538,1714759048.0
1816,8982,1675156317.0
1486,3819,1678195676.0
2409,1370,1701106549.0
3188,13474,1683821389.0
1741,8700,1723204627.0
4437,12373,1708082746.0
910,7389,1685034641.0
4000,1501,1716312896.0
1295,9951,1698751162.0
252,3165,1698840305.0
1934,8622,1717178351.0
493,5399,1674561782.0
4813,14301,1683105405.0
880,2608,1676370566.0
2332,8522,1710860443.0
2128,467,1699024916.0
1825,11376,1705081962.0
878,7888,1706611237.0
2453,11856,1683889368.0
6428,3083,1676890136.0
461,5193,1715263542.0
4382,277,1698493563.0
5003,12917,1683705856.0
661,3253,1705576299.0
1694,11065,1703081466.0
951,8196,1680179821.0
5502,1622,1687448520.0
2190,1544,1692809387.0
5123,9237,1687861330.0
6220,12742,1678965226.0
6126,7622,1688635016.0
1633,2,1676030151.0
5973,4153,1702991455.0
4732,9013,1701331876.0
656,3206,1700911725.0
5246,1351,1685095724.0
1647,9374,1676899568.0
7050,3214,1686301109.0
3532,13836,1696856903.0
6067,967,1692887483.0
7137,11272,1708537971.0
1012,1977,1687802029.0
6915,13414,1676051169.0
1272,777,1714129229.0
1495,2764,1702572567.0
748,7192,1697472411.0
785,227,1687541487.0
674,6744,1677229433.0
5662,5107,1678365173.0
904,8013,1682352612.0
2219,12125,1692876986.0
2568,195,1691493123.0
419,4361,1692810796.0
7285,8105,1718021081.0
2143,11973,1691233107.0
6043,3765,1686233606.0
7332,13551,1711625760.0
4510,13628,1695383664.0
4149,9974,1696956868.0
1317,10012,1676370727.0
1742,11160,1701181737.0
1884,11504,1675163225.0
2562,12674,1706031649.0
1863,780,1703691410.0
2355,3471,1698165499.0
1189,9472,1685532025.0
458,3200,1700146397.0
1285,685,1712159666.0
1995,1728,1709315712.0
5247,13781,1700066016.0
2267,2712,1686992609.0
1286,3678,1706530629.0
6063,1960,1693326631.0
6108,2084,1692785715.0
1408,8601,1679320758.0
2817,7304,1718103308.0
5003,6806,1677250894.0
3133,10710,1694679983.0
677,6750,1674565314.0
2181,4206,1689338175.0
5285,8831,1673278435.0
7003,11625,1725624589.0
441,46,1674233671.0
557,5861,1699984386.0
1288,9890,1686929431.0
436,136,1715078017.0
1884,11520,1716900503.0
1514,10577,1708605232.0
1134,227,1681744140.0
4325,2422,1704300559.0
490,5365,1685455376.0
1333,10071,1698675270.0
7196,11549,1707223334.0
4460,10821,1677672075.0
6325,13793,1711535185.0
4525,4566,1705680936.0
977,3810,1683805827.0
2077,3102,1710933940.0
3503,13258,1678185638.0
403,3639,1704992777.0
2193,4132,1674663207.0
4788,6487,1674571231.0
2349,7056,1676304106.0
1780,336,1699954220.0
6910,3478,1679497748.0
4291,1326,1680281300.0
6075,19,1695662965.0
3745,1354,1680709727.0
5929,62,1717173826.0
1200,6039,1685790375.0
3874,5338,1679928496.0
4843,10618,1681746169.0
922,8158,1675343855.0
2951,1179,1687453979.0
4108,4413,1708349694.0
988,8474,1723108842.0
59,1229,1690626657.0
1106,9021,1711536823.0
2114,1056,1695897043.0
4132,14252,1679594528.0
2378,4893,1674485022.0
626,1278,1676050395.0
200,2642,1710507463.0
5626,1845,1680783186.0
2612,12015,1694605668.0
1679,8853,1679402433.0
4443,14419,1726138941.0
2661,10333,1695992484.0
5305,2741,1680098166.0
2964,6804,1677085956.0
2100,2240,1693920089.0
2152,618,1682506248.0
1258,9785,1709131146.0
1155,9312,1700822629.0
2273,6837,1676558401.0
2610,12755,1675359053.0
6226,13650,1679500457.0
4230,78,1688036853.0
2733,1317,1708354947.0
5347,13654,1686857216.0
4545,12850,1680519361.0
3310,386,1687800989.0
7058,14712,1699527000.0
4152,14260,1677577894.0
4197,6434,1675067625.0
2709,1011,1688577817.0
7406,386,1701966425.0
888,1837,1686917514.0
2261,5400,1700158559.0
5737,11654,1698433936.0
2175,9181,1677085082.0
3202,10123,1706534516.0
3627,1394,1686746309.0
3521,5838,1725278608.0
890,463,1686307167.0
6863,12689,1710155057.0
2268,10175,1707994447.0
5643,10820,1713368387.0
1134,6767,1698230290.0
3330,6645,1703256779.0
1349,101,1679925044.0
5274,405,1680257137.0
451,2453,1678187453.0
6931,53,1678191944.0
7335,8808,1709643165.0
3058,2742,1698151203.0
5544,10591,1707477062.0
7015,2963,1680705040.0
1375,5195,1684832165.0
2931,824,1713271974.0
3233,3442,1700239801.0
7381,2559,1706883835.0
3569,722,1693850128.0
747,7184,1684860476.0
981,8436,1685463278.0
999,5145,1698676541.0
1884,11502,1684751429.0
1242,68,1707320138.0
2780,9048,1709224701.0
554,5809,1703091161.0
7832,15290,1727947131.0
6952,8713,1707738579.0
7725,9577,1716971444.0
1094,1406,1683911916.0
6167,13587,1678438798.0
4109,14152,1687195185.0
6186,8999,1707566892.0
187,2496,1705070402.0
2417,10934,1716304472.0
1803,6906,1689072703.0
4410,12742,1676637564.0
6070,5812,1676975997.0
382,4393,1716552489.0
7737,91,1717778326.0
810,7550,1709031220.0
1166,7338,1704985408.0
236,2767,1674742637.0
1397,5219,1688396609.0
125,1853,1693309010.0
1803,8996,1681474493.0
3892,2820,1693221963.0
5405,3320,1691064619.0
2851,9563,1697291001.0
6422,5016,1707133942.0
7035,6341,1700304982.0
385,4433,1699030086.0
4276,1166,1685616794.0
851,7724,1705329979.0
7628,2742,1711576105.0
4633,14512,1684154489.0
2919,9524,1701172864.0
192,2601,1684842105.0
554,4014,1692792748.0
3962,2182,1709230185.0
7634,13752,1718039967.0
1423,5619,1674226578.0
7232,13333,1705996421.0
703,6901,1698682537.0
694,6845,1686324086.0
3139,4341,1689855237.0
1841,5602,1677774206.0
3620,3984,1683718482.0
3661,5881,1706536568.0
7692,3211,1724495735.0
4219,8106,1688553535.0
358,4149,1686676634.0
262,753,1684502799.0
1539,9091,1699361381.0
6299,10041,1686154950.0
5431,14163,1685707516.0
2917,10503,1696337412.0
709,6954,1688469479.0
24,538,1709056432.0
4134,6905,1700146895.0
6209,2741,1684154407.0
1563,1658,1715774085.0
4935,8575,1684775118.0
7695,3368,1712853328.0
2294,1970,1684838336.0
2070,9782,1684859767.0
2648,6559,1677943041.0
2363,12357,1707741677.0
26,554,1674484479.0
3186,13468,1706628735.0
2514,2519,1712682903.0
986,6920,1692789871.0
5424,11799,1697642226.0
4901,10199,1716210342.0
5967,7819,1681731295.0
1398,10269,1675102253.0
7578,8474,1704382909.0
2867,4760,1676027985.0
3587,5267,1685950796.0
2208,6646,1695643778.0
1130,2713,1688060760.0
2466,4571,1696868038.0
1242,4965,1700062775.0
555,2884,1688410030.0
7485,10960,1702382136.0
262,3311,1698052496.0
6008,2366,1697475667.0
487,5347,1707994944.0
554,3348,1704804169.0
5207,14071,1680687981.0
2152,188,1685542647.0
3426,10705,1675618658.0
5586,8143,1694771303.0
937,3118,1697735517.0
1334,7282,1674490260.0
3138,12583,1706349890.0
7836,14550,1728643742.0
2104,717,1688730257.0
5873,6821,1687422867.0
636,1622,1675698388.0
983,8441,1695223149.0
2278,12225,1680087806.0
6279,13142,1695985180.0
330,3945,1701427405.0
1121,7912,1709747639.0
6019,2504,1712164801.0
7140,3055,1709212681.0
6358,8214,1723727221.0
7131,8553,1708947130.0
3056,2820,1678793051.0
1273,9847,1695130402.0
2894,5688,1687171914.0
1252,9731,1685712514.0
1581,10755,1718291174.0
3328,4134,1674735922.0
503,1826,1679923131.0
1925,2869,1711532021.0
2442,3491,1676979086.0
461,5191,1704991733.0
3,116,1672760617.0
7458,7566,1711556973.0
620,4581,1695664027.0
391,3926,1701104881.0
3141,11602,1714658864.0
1709,1779,1708172393.0
1111,133,1677766025.0
6043,11550,1686233612.0
770,4887,1698765401.0
2130,3055,1685986156.0
2191,8624,1688661244.0
1108,4162,1709232971.0
1555,1164,1673625007.0
2919,11058,1715078915.0
5499,3019,1674838511.0
6286,8114,1711367647.0
4473,9194,1677586377.0
2875,10902,1716896334.0
27,564,1673606977.0
4689,5673,1683725080.0
40,723,1675769472.0
1431,10357,1678729448.0
1830,479,1704730045.0
24,537,1709056411.0
1730,3859,1717585000.0
3307,1452,1684939805.0
5341,6428,1687185171.0
1817,11353,1708349589.0
4501,8000,1705586693.0
2218,7298,1696862349.0
3342,5711,1694444556.0
6009,8970,1682091680.0
3985,11737,1697279459.0
7347,13282,1705068661.0
7164,58,1706001612.0
1011,5559,1706522864.0
7586,2535,1715188593.0
5003,1146,1695227031.0
2827,143,1690291461.0
1520,10590,1715341837.0
4167,16,1675873003.0
5868,14307,1700046384.0
5291,1165,1673346689.0
4472,8887,1711640269.0
2868,4413,1711453282.0
1216,6983,1682014321.0
4999,8246,1705750558.0
3274,2139,1677752879.0
1803,1434,1706186965.0
1992,4261,1709133089.0
5044,692,1708934870.0
424,4262,1714045401.0
1212,795,1701701326.0
3214,12265,1686563738.0
661,4224,1682526659.0
2952,13190,1701521821.0
969,8387,1688033624.0
2578,12707,1707748377.0
5929,15021,1702053952.0
2338,12047,1709810372.0
4987,13488,1688574388.0
2653,3403,1689003654.0
7071,154,1725559129.0
6798,692,1698832502.0
1715,11105,1688983345.0
5214,13927,1708350073.0
2471,12543,1709981935.0
4383,5555,1694617012.0
1754,2593,1692197034.0
6341,8621,1703162269.0
3909,5773,1686159485.0
2554,670,1700824576.0
3353,6623,1675868815.0
631,6395,1683739924.0
2503,2448,1710852980.0
4123,1589,1684256736.0
445,4956,1673436264.0
7583,4652,1702033194.0
1661,6812,1680796308.0
2962,6171,1676891294.0
2237,5018,1684574532.0
5959,14281,1713266366.0
1140,9191,1720801102.0
3351,4788,1676557500.0
6405,6940,1710175420.0
6358,3566,1713794655.0
679,6758,1699983516.0
585,6097,1675244191.0
7217,740,1698671971.0
6393,4348,1707926585.0
507,3042,1712397753.0
7764,3822,1721131131.0
4945,2614,1716985803.0
5335,14816,1705509655.0
3221,4277,1702979713.0
4671,6606,1678713746.0
3722,10729,1683123999.0
5967,5449,1686492516.0
5881,8889,1677523944.0
5730,14663,1701859995.0
2594,4626,1688035858.0
804,3305,1705927295.0
1719,1150,1681403594.0
1538,230,1706198443.0
2310,9781,1675245459.0
3661,13921,1676982030.0
1203,1721,1706009531.0
5436,14875,1713204022.0
6449,10042,1694793799.0
573,6018,1678204969.0
4825,1968,1684771035.0
1965,11692,1672928707.0
7196,36,1709642330.0
2039,846,1683648383.0
2611,2886,1702572878.0
5608,4474,1685978522.0
744,3455,1726244170.0
6900,1957,1693304090.0
3653,10859,1717578324.0
5995,8998,1705602692.0
1014,74,1718276280.0
1694,11068,1685038266.0
4382,3974,1687269004.0
4059,1460,1693853866.0
1926,7612,1685955935.0
2568,12688,1702459811.0
362,4224,1693927299.0
3755,12076,1678113384.0
236,3037,1711030339.0
4277,4515,1700478622.0
3359,8078,1720197462.0
919,8120,1687790220.0
2740,9395,1683648768.0
1572,10727,1688458608.0
2138,10415,1717431168.0
7127,6643,1699539843.0
5646,6761,1688565522.0
2506,7555,1704974449.0
1501,9908,1696603953.0
7507,8474,1706529728.0
7102,3640,1699700690.0
3949,9525,1678462100.0
5406,6806,1680187334.0
5246,636,1680611431.0
5058,9943,1682961691.0
176,2381,1707726688.0
2674,2067,1677266281.0
7492,3952,1700212440.0
7122,2815,1700209267.0
7005,7449,1680084008.0
7783,8999,1724330463.0
4164,12813,1706963475.0
1697,1267,1703067105.0
3937,14098,1702546440.0
2425,1753,1717499822.0
1497,6106,1683193042.0
351,4067,1707832954.0
5562,11366,1696499737.0
7536,14576,1705919815.0
6172,2653,1677768093.0
4019,14159,1684851497.0
2376,4417,1688489302.0
4030,14002,1692034801.0
2574,5328,1707238530.0
6428,13568,1678352662.0
1452,10433,1679324509.0
6916,9272,1687263501.0
4428,5273,1713964293.0
1178,7086,1706193952.0
2718,4134,1684781473.0
2880,4780,1702912739.0
1078,8841,1682350606.0
4201,170,1713527416.0
99,1598,1703081708.0
908,5021,1674235998.0
1239,9674,1698330440.0
2267,9854,1699549629.0
1847,4724,1688229631.0
1134,5028,1689773350.0
7761,1351,1725452446.0
2855,4537,1707501215.0
4845,130,1679929542.0
1488,10519,1676471343.0
1438,10391,1693218680.0
6147,13937,1686572450.0
5077,486,1708686552.0
7091,14710,1696405655.0
5631,13521,1675688860.0
4199,11151,1699012632.0
1253,8477,1676453104.0
3238,8922,1686848478.0
5427,5369,1675437466.0
5621,4426,1678355925.0
3282,5830,1676912843.0
4892,11082,1724692381.0
4054,13327,1683795265.0
3051,3403,1689006926.0
1172,9413,1692895313.0
2663,244,1712058547.0
2153,11994,1674653635.0
949,8039,1696257065.0
3172,9049,1678722690.0
7,244,1695722917.0
6424,12877,1678886845.0
3699,9566,1685723244.0
3068,408,1713191253.0
1220,2276,1720197466.0
3445,4420,1679587297.0
935,8220,1679590030.0
3345,12223,1681924181.0
6237,13959,1701172731.0
4333,6231,1701534417.0
1865,527,1681898922.0
5302,1532,1719938606.0
6708,22,1714476696.0
3839,6335,1675075512.0
1884,11511,1707742066.0
3985,8454,1696682572.0
6869,4429,1675964809.0
919,8122,1689865942.0
1594,10795,1680110907.0
2694,2183,1683908028.0
3360,1357,1698839082.0
5508,3678,1689071872.0
2606,12751,1715095064.0
96,1563,1718014185.0
1499,5362,1711018047.0
1689,3077,1672737272.0
1979,4350,1685182520.0
7381,2500,1714733077.0
7598,10709,1706280267.0
4105,12526,1695978112.0
3476,13669,1694103776.0
2121,139,1678965957.0
1519,4214,1700829398.0
4177,5793,1684157514.0
7130,3242,1690476685.0
730,5978,1675681155.0
2780,1901,1710171942.0
4700,5514,1687797300.0
538,1011,1681816871.0
648,2369,1720796010.0
2255,8404,1710253591.0
5335,9766,1676466757.0
4935,12245,1686838044.0
7684,10310,1713450426.0
7110,10546,1695319744.0
309,2826,1699556107.0
2680,1879,1685784098.0
436,1687,1672916192.0
2409,9109,1676116546.0
1193,5402,1713197236.0
5312,11219,1701782113.0
4590,11366,1685952438.0
3968,3465,1702915026.0
1261,641,1696341462.0
3832,9179,1702653719.0
3425,12426,1683710376.0
1822,11366,1718008318.0
1106,9022,1711536864.0
2570,2526,1711016499.0
4870,10421,1719494858.0
957,8333,1710844839.0
1583,1067,1693909163.0
777,7363,1680717030.0
1356,10145,1675255170.0
4043,13367,1684253259.0
6700,14706,1696252742.0
3178,3493,1701695931.0
1242,9285,1712073277.0
1667,6623,1677777651.0
6115,2829,1696946512.0
2614,12150,1679760532.0
3012,9584,1692802704.0
1300,3055,1682625008.0
184,2453,1673277420.0
7761,7124,1724342542.0
2035,11812,1680542374.0
3573,4696,1712761018.0
6613,10623,1707992417.0
4665,9147,1705677682.0
325,3871,1711650992.0
6230,3464,1710929149.0
2912,794,1700826552.0
4473,10996,1675251189.0
343,1263,1705677014.0
391,2137,1687449960.0
2654,3513,1679306878.0
4782,10870,1713878155.0
723,4136,1717602699.0
5937,5989,1690799045.0
2294,6700,1691060524.0
405,4648,1693328391.0
385,4429,1688654479.0
1731,9141,1699542432.0
3914,2820,1715083571.0
1893,10593,1675426558.0
3700,8656,1684239779.0
3096,13376,1680715589.0
1052,8745,1706806024.0
2452,12507,1712938516.0
180,2429,1715003845.0
3528,5632,1705511250.0
3832,5126,1716569565.0
4435,12557,1722261281.0
1964,6364,1683376509.0
3624,12521,1693317943.0
4117,14238,1705317444.0
5050,692,1694014013.0
636,3971,1696421917.0
539,5691,1675180378.0
7410,9054,1705069535.0
6554,14770,1709647046.0
1701,11080,1714410535.0
2880,11154,1689333470.0
3853,6025,1710775094.0
2766,6250,1685696886.0
2928,13152,1699362709.0
2552,8665,1687968689.0
43,897,1719584936.0
535,5675,1685632393.0
532,5661,1716815159.0
3499,13785,1695909587.0
6067,2196,1683817573.0
2480,10073,1680529725.0
4731,12134,1679056943.0
5468,1311,1673360539.0
1645,10912,1716820801.0
2694,1451,1701689151.0
1658,8685,1692628961.0
4955,745,1690993867.0
1277,9866,1678469482.0
3182,13454,1714819732.0
2239,6629,1693237110.0
2187,8190,1673369691.0
3646,13913,1689852415.0
4567,13885,1675410482.0
3274,11332,1683801361.0
7703,121,1713374400.0
3986,9657,1708528399.0
6239,1166,1709309776.0
764,5979,1711030064.0
2566,12679,1672766668.0
1333,8541,1705325738.0
380,4372,1709125973.0
3862,1272,1708958150.0
545,5746,1675354769.0
6424,12877,1678701660.0
3561,13854,1675346803.0
4512,155,1713791190.0
1827,149,1678193780.0
2683,611,1706008979.0
311,3757,1673552842.0
6293,6548,1698423032.0
6940,14324,1705576159.0
2296,11973,1674055612.0
6341,1367,1701971779.0
1597,10803,1693566068.0
2572,6596,1726167277.0
5284,2741,1674148017.0
2460,10710,1712336709.0
600,1253,1699377104.0
893,240,1724498272.0
1278,3602,1673281048.0
6648,14481,1703082264.0
2037,5166,1703325757.0
1021,8521,1681318775.0
4955,4180,1695830080.0
4693,7863,1687200063.0
385,4429,1688654465.0
333,1292,1703065821.0
2751,10714,1703775184.0
3371,9349,1693315262.0
2133,3055,1705756701.0
3849,10845,1694627687.0
6507,14219,1708860727.0
3703,13947,1681668190.0
1990,11735,1683027160.0
3408,8809,1711131928.0
6755,10011,1679563454.0
4864,870,1680107770.0
7197,242,1714568253.0
312,3771,1705513853.0
933,8217,1708962481.0
957,8332,1693049479.0
