i,Title,book_type,discipline,topic,confidence
12263,Les prisons vaudoises : (1798-1871) /,academic,history,not_applicable,high
12264,Alfred Escher : un fondateur de la Suisse moderne /,non_fiction_general,not_applicable,biography_memoir,high
12265,Vers une gestion éducative de la classe /,academic,education_sciences,not_applicable,high
12266,"L'autorité à l'école, mode d'emploi /",practical,not_applicable,education_learning,high
12267,Maroc,practical,not_applicable,travel,high
12268,"Sous la mer : lecture, logique, inférence : 3e cycle /",practical,not_applicable,education_learning,high
12269,Santé LGBT : les minorités de genre et de sexualité face aux soins /,academic,medicine_health,not_applicable,high
12270,"Mon enfant est autiste : un guide pour parents, enseignants et soignants /",practical,not_applicable,parenting_family,high
12271,Le calcul de doses sans erreur : pour une pratique aisée et sûre /,practical,not_applicable,health_wellness,high
12272,Animer en humanitude : l'animation dans les établissements d'accueil des personnes fragilisées /,practical,not_applicable,education_learning,high
12273,110 fiches d'animation pour les personnes âgées /,practical,not_applicable,parenting_family,high
12274,Plan d'études romand : cycle 1 /,reference,education_sciences,not_applicable,high
12275,Le Petit Robert des noms propres : dictionnaire illustré : 40 000 noms propres /,reference,not_applicable,not_applicable,high
12276,Collection de concepts-clés de la formation des enseignantes et enseignants en Suisse romande et au Tessin /,reference,education_sciences,not_applicable,high
12277,Les aventures de Nage-Vite et Plonge-Bien : la Grande Ourse /,children,not_applicable,not_applicable,high
12278,Manuel de politique sociale /,academic,political_science,not_applicable,high
12279,L'art pariétal : langage de la préhistoire /,reference,arts_art_history,not_applicable,high
12280,Jardins de rêve /,practical,not_applicable,home_garden,medium
12281,L'esprit des Lumières /,non_fiction_general,not_applicable,history_civilization,high
12282,Apologie de Socrate ; Criton /,fiction,not_applicable,not_applicable,high
12283,"Dialog = dialog = ""dialogue"" : guide des premières conversations en russe : A1/A2 /",practical,not_applicable,language_learning,high
12284,Tochka Ru : Russian course,practical,not_applicable,language_learning,high
12285,"Hommes et femmes au Moyen Âge : histoire du genre, XIIe-XVe siècle /",academic,history,not_applicable,high
12286,Les cinq sexes : pourquoi mâle et femelle ne suffisent pas /,academic,biology,not_applicable,high
12287,"Vieille peau : les femmes, leur corps, leur âge /",non_fiction_general,not_applicable,personal_development,high
12288,Psychologie des apprentissages scolaires /,academic,psychology,not_applicable,high
12289,Un monde en fêtes : 1-2P éthique et cultures religieuses : dossier /,practical,not_applicable,education_learning,medium
12290,Un monde en couleurs : collection à la découverte des religions /,practical,not_applicable,religion_practice,medium
12291,Un monde en couleurs : portfolio : cycle 1 - 3e année,practical,not_applicable,education_learning,medium
12292,"Un monde en couleurs : brochure de l'élève, volume 1 : cycle 1 - 3e /",practical,not_applicable,education_learning,high
12293,"Un monde en couleurs : brochure de l'élève, volume 2 : cycle 1 - 4e /",practical,not_applicable,education_learning,high
12294,Oeuvres complètes /,fiction,not_applicable,not_applicable,high
12295,Harry Potter à l'école des sorciers /,fiction,not_applicable,not_applicable,high
12296,L'enfant en Valais 1815-2015 : annales valaisannes 2016 /,academic,history,not_applicable,high
12297,La violence et le sacré /,academic,anthropology_ethnology,not_applicable,high
12298,Les fleurs du mal : édition de 1861 /,fiction,not_applicable,not_applicable,high
12299,"The gardens of Pompeii, Herculaneum and the villas destroyed by Vesuvius /",reference,arts_art_history,not_applicable,high
12300,Domestic space in the Roman world : Pompeii and beyond /,academic,history,not_applicable,high
12301,La relation d'aide et la psychothérapie /,academic,psychology,not_applicable,high
12302,L'approche centrée sur la personne : anthologie de textes /,academic,psychology,not_applicable,high
12303,"Ville végétale, ville écolo : quand nous végétaliserons enfin nos villes /",non_fiction_general,not_applicable,nature_animals,high
12304,Dico atlas des migrations /,reference,not_applicable,not_applicable,high
12305,Oeuvres /,academic,philosophy,not_applicable,high
12306,Topographie de la passion : essai sur le corps et ses mots /,non_fiction_general,not_applicable,personal_development,medium
12307,Histoires de foulards : 100 ans de scoutisme vaudois : 1912-2012 /,non_fiction_general,not_applicable,history_civilization,high
12308,Face au visage : XXe-XXIe siècle /,reference,arts_art_history,not_applicable,high
12309,La langue sauvée : histoire d'une jeunesse (1905-1921) /,non_fiction_general,not_applicable,biography_memoir,high
12310,Le livre en colère ! /,children,not_applicable,not_applicable,high
12311,Intégrer la différenciation pédagogique et la planification à rebours /,academic,education_sciences,not_applicable,high
12312,Psychologie des apprentissages scolaires /,academic,psychology,not_applicable,high
12313,Faut-il avoir peur de l'évaluation ? /,academic,education_sciences,not_applicable,high
12314,La régulation des apprentissages en classe /,academic,education_sciences,not_applicable,high
12315,Vers une gestion éducative de la classe /,academic,education_sciences,not_applicable,high
12316,Apprendre avec le numérique : mythes et réalités /,academic,education_sciences,not_applicable,high
12317,Le guide de votre prévoyance : [comment financer ses projets de vie et se préparer une belle retraite] /,practical,not_applicable,finance_money,high
12318,Voyage entre deux vies /,non_fiction_general,not_applicable,biography_memoir,medium
12319,Apprendre à  philosopher par la discussion : pourquoi ? comment ? /,academic,education_sciences,not_applicable,high
12320,L'énigme de la chambre 622 : roman /,fiction,not_applicable,not_applicable,high
12321,Les choses : une histoire des années soixante /,fiction,not_applicable,not_applicable,high
12322,"Gérer les ressources humaines : des théories aux outils, un concept intégré par processus, compatible avec les normes de qualité /",academic,economics_management,not_applicable,high
12323,Méthodologie de la recherche qualitative : les 10 questions clés de la démarche compréhensive /,academic,education_sciences,not_applicable,high
12324,Physiologie du sport et de l'exercice /,academic,medicine_health,not_applicable,high
12325,Les cellules : une histoire de la vie /,popular_science,biology,not_applicable,high
12326,L'image-mouvement /,academic,arts_art_history,not_applicable,high
12327,The Collector /,fiction,not_applicable,not_applicable,high
12328,"Manipuler et expérimenter en mathématiques : agir, réfléchir, faire des maths autrement /",academic,education_sciences,not_applicable,high
12329,L'entretien /,academic,sociology,not_applicable,high
12330,Käthe Kollwitz : Werkverzeichnis der Graphik /,reference,arts_art_history,not_applicable,high
12331,Tuk-tuk express /,children,not_applicable,not_applicable,medium
12332,Droit international économique : une introduction (y inclus le droit des relations économiques extérieures de la Suisse) /,academic,law,not_applicable,high
12333,"Beccaria et la culture juridique des Lumières : (actes du colloque européen de Genève, 25-26 novembre 1995 [i.e. 1994]) : études historiques /",academic,law,not_applicable,high
12334,Le Code pénal vaudois de 1843 (partie générale) : ou l'éclectisme comme expression de la pensée pénale libérale /,academic,law,not_applicable,high
12335,Hygiène publique /,reference,medicine_health,not_applicable,high
12336,Max est racketté /,comics,not_applicable,not_applicable,high
12337,"Palestine, dans la bande de Gaza /",comics,not_applicable,current_affairs_politics,high
12338,Le Tartuffe ; Dom Juan ; Le Misanthrope /,fiction,not_applicable,not_applicable,high
12339,Français littérature : classes des lycées : nouveau programme /,reference,not_applicable,not_applicable,high
12340,Le Petit Robert : dictionnaire alphabétique et analogique de la langue française /,reference,linguistics,not_applicable,high
12341,La révolution psychédélique : une médecine de la conscience /,non_fiction_general,not_applicable,health_wellness,medium
12342,"Science, conscience et environnement : penser le monde complexe /",academic,philosophy,not_applicable,high
12343,Le héros aux mille et un visages /,academic,literature_studies,not_applicable,high
12344,L'amour et la justice comme compétences : trois essais de sociologie de l'action /,academic,sociology,not_applicable,high
12345,Lutter contre les pauvres : les politiques face à la mendicité dans le canton de Vaud /,academic,history,not_applicable,high
12346,L'argent du quotidien /,academic,sociology,not_applicable,high
12347,Hello anxiété /,children,not_applicable,not_applicable,high
12348,Les conditions générales à la croisée du droit de la concurrence et du droit de la consommation : étude de droit suisse et de droit européen /,academic,law,not_applicable,high
12349,Le droit des successions /,reference,law,not_applicable,high
12350,Traité de droit civil comparé /,academic,law,not_applicable,high
12351,"Les contre-cultures : genèses, circulations, pratiques /",academic,sociology,not_applicable,high
12352,Dictionnaire des mouvements sociaux /,reference,sociology,not_applicable,high
12353,Libération des femmes : les années-mouvement /,non_fiction_general,not_applicable,current_affairs_politics,high
12354,L'assurance chômage en Suisse : une sociohistoire (1924-1982) /,academic,history,not_applicable,high
12355,"L'""aura italiana"" : culture e letterature d'oltrefrontiera, frontiera e minoranze /",academic,literature_studies,not_applicable,high
12356,Aquilon de Bavière : roman franco-italien en prose (1397-1407) /,fiction,not_applicable,not_applicable,high
12357,Journal d'un négrier au XVIIIe siècle : nouvelle relation de quelques endroits de Guinée et du commerce d'esclaves qu'on y fait (1704-1734) /,non_fiction_general,not_applicable,history_civilization,high
12358,Romans et poèmes /,fiction,not_applicable,not_applicable,high
12359,L'atelier noir /,non_fiction_general,not_applicable,biography_memoir,high
12360,1352 : un médecin contre la tyrannie : roman historique /,fiction,not_applicable,not_applicable,high
12361,Les scènes de ma vie /,non_fiction_general,not_applicable,biography_memoir,high
12362,Guerre et paix /,fiction,not_applicable,not_applicable,high
12363,Racisme(s) et citoyenneté : un outil pour la réflexion et l'action /,practical,not_applicable,current_affairs_politics,high
12364,Les grandes découvertes /,non_fiction_general,not_applicable,history_civilization,high
12365,L'éducation plurilingue et interculturelle : la perspective du conseil de l'Europe /,academic,education_sciences,not_applicable,high
12366,"Méthodologie de la recherche en didactique des langues : guide pratique : pour un usage en autonomie : les étapes clés d'un travail de recherche, avec extraits de mémoires de master /",practical,not_applicable,education_learning,high
12367,Geldwäschereigesetz (GwG) : Bundesgesetz vom 10. Oktober 1997 über die Bekämpfung der Geldwäscherei und der Terrorismusfinanzierung /,reference,law,not_applicable,high
12368,GwG Kommentar : Geldwäschereigesetz mit weiteren Erlassen = AMLA commentary : anti money laundering act with other laws /,reference,law,not_applicable,high
12369,Geldwäschereigesetz /,reference,law,not_applicable,high
12370,Anwaltsrecht /,reference,law,not_applicable,high
12371,La symbolique des cathédrales : de l'obscurité à la lumière /,non_fiction_general,not_applicable,art_culture,high
12372,"L'homme, son développement religieux : étude de structuralisme génétique /",academic,psychology,not_applicable,high
12373,Déclinaisons gothiques : le portail Montfalcon de la cathédrale de Lausanne /,reference,arts_art_history,not_applicable,high
12374,Das Beweismass im Privatrecht : eine dogmatische Untersuchung mit Erkenntniswert für die Praxis und die Rechtsfigur der Wahrscheinlichkeitshaftung /,academic,law,not_applicable,high
12375,La responsabilité pour le dommage purement économique /,academic,law,not_applicable,high
12376,Droit administratif : partie générale et éléments de procédure /,academic,law,not_applicable,high
12377,"Droit de la consommation : loi sur les voyages à forfait, Code des obligations, articles 40a-40f CO, loi sur le crédit à la consommation : commentaire /",reference,law,not_applicable,high
12378,Etudes en l'honneur du Professeur Thierry Tanquerel : entre droit constitutionnel et droit administratif : questions autour du droit de l'action publique /,academic,law,not_applicable,high
12379,Sociologie de la vieillesse et du vieillissement /,academic,sociology,not_applicable,high
12380,Pratiques en santé communautaire /,academic,medicine_health,not_applicable,high
12381,Le quatrième âge : ou la dernière étape de la vie /,academic,sociology,not_applicable,high
12382,La biologie : l'essentiel tout simplement /,popular_science,biology,not_applicable,high
12383,"L'art classique et baroque, 1600-1770 : l'art en Europe de Caravage à Tiepolo : Bernin, François Boucher, Canaletto, Le Caravage, Thomas Gainsborough, Frans Hals... /",reference,arts_art_history,not_applicable,high
12384,Le livre que personne ne voulait lire /,children,not_applicable,not_applicable,medium
12385,Le guide illustré de l'écologie /,popular_science,environmental_sciences,not_applicable,high
12386,Pride and prejudice /,fiction,not_applicable,not_applicable,high
12387,1984 /,fiction,not_applicable,not_applicable,high
12388,Frankenstein /,fiction,not_applicable,not_applicable,high
12389,Penser et construire l'Europe au XXe siècle /,academic,history,not_applicable,high
12390,The Crown : le vrai du faux : la série culte décryptée /,non_fiction_general,not_applicable,art_culture,high
12391,Atlas des migrations : de nouvelles solidarités à construire /,reference,geography,not_applicable,high
12392,Zola /,non_fiction_general,not_applicable,biography_memoir,high
12393,Huit exercices simples de Qigong pour votre santé : les huit pièces de brocart /,practical,not_applicable,health_wellness,high
12394,"Prévention des chutes et équilibre chez la personne âgée : guide pratique, 200 exercices illustrés /",practical,not_applicable,health_wellness,high
12395,La gym douce senior /,practical,not_applicable,sports_fitness,high
12396,Le greffage : les techniques les plus actuelles et la plantation des arbres fruitiers /,practical,not_applicable,home_garden,high
12397,Ravageurs et maladies au jardin : les solutions biologiques /,practical,not_applicable,home_garden,high
12398,"Exercices Taoïstes de santé pour les gens pressés / Rinnie Tang, Gilles Faivre",practical,not_applicable,health_wellness,high
12399,La médecine traditionnelle chinoise pour les nuls /,practical,not_applicable,health_wellness,high
12400,Des miroirs équivoques : aux origines de la communication moderne /,academic,communication_media_studies,not_applicable,high
12401,Le parler de soi /,academic,philosophy,not_applicable,high
12402,Esquisse d'une théorie de la pratique ; précédé de Trois études d'ethnologie kabyle /,academic,anthropology_ethnology,not_applicable,high
12403,Géopolitique de l'Arctique /,academic,political_science,not_applicable,high
12404,Riche pourquoi pas toi? /,comics,not_applicable,personal_development,high
12405,Rêvons d'une autre ville ! /,non_fiction_general,not_applicable,current_affairs_politics,medium
12406,L'existentialisme est un humanisme /,academic,philosophy,not_applicable,high
12407,Rédiger avec élégance : jeux et leçons de style /,practical,not_applicable,education_learning,high
12408,Qu'est-ce que la sculpture aujourd'hui? /,academic,arts_art_history,not_applicable,high
12409,"Espace, mouvement et son dans la sculpture de la seconde moitié du XXe siècle /",academic,arts_art_history,not_applicable,high
12410,Leçon de photographie : la nature des photographies /,reference,arts_art_history,not_applicable,high
12411,Enseignants efficaces : enseigner et être soi-même /,practical,not_applicable,education_learning,high
12412,Illustrer /,practical,not_applicable,art_culture,high
12413,Henri Matisse : papiers découpés : dessiner avec des ciseaux /,reference,arts_art_history,not_applicable,high
12414,Zeichnen im Kopf : an der Quelle Ihrer Bilder /,practical,not_applicable,crafts_hobbies,medium
12415,Vorher/Nachher : Spiele für das Vor- und nachdenkliche Augen  /,practical,not_applicable,crafts_hobbies,medium
12416,Labo dessin et techniques mixtes : 52 exercices créatifs et ludiques /,practical,not_applicable,crafts_hobbies,high
12417,"Arts visuels & musique : cycles 1, 2, 3 & collège /",practical,not_applicable,education_learning,high
12418,La prof qui murmure à l'oreille des ados /,practical,not_applicable,education_learning,high
12419,Le livre Coeur /,fiction,not_applicable,not_applicable,high
12420,Immonde ! /,comics,not_applicable,not_applicable,low
12421,Un zoo en hiver /,comics,not_applicable,not_applicable,high
12422,La crise : stratégies d'intervention thérapeutique en psychiatrie /,academic,medicine_health,not_applicable,high
12423,Septembre rouge : le coup d'État du 11 septembre 1973 au Chili /,comics,not_applicable,current_affairs_politics,high
12424,La culture du pauvre : étude sur le style de vie des classes populaires en Angleterre /,academic,sociology,not_applicable,high
12425,Manuel de diagnostics infirmiers /,reference,medicine_health,not_applicable,high
12426,Soins infirmiers : médecine-chirurgie /,reference,medicine_health,not_applicable,high
12427,Les liens du sang /,comics,not_applicable,not_applicable,high
12428,Pallas /,fiction,not_applicable,not_applicable,high
12429,Les billes du Pachinko /,fiction,not_applicable,not_applicable,medium
12430,Voyage clandestin avec deux femmes bavardes /,fiction,not_applicable,not_applicable,high
12431,Rien à perdre /,non_fiction_general,not_applicable,biography_memoir,low
12432,Brève histoire du néolibéralisme /,non_fiction_general,not_applicable,current_affairs_politics,high
12433,Fahrenheit 451 /,comics,not_applicable,not_applicable,high
12434,"L'Enfer, le silence /",comics,not_applicable,true_crime,high
12435,Ame rouge /,comics,not_applicable,not_applicable,medium
12436,Amarillo /,comics,not_applicable,true_crime,high
12437,Niki de Saint Phalle : la révolte à l'œuvre /,reference,arts_art_history,not_applicable,high
12438,Unnatural Death /,fiction,not_applicable,not_applicable,high
12439,Moyen âge : chrétienté et islam /,reference,arts_art_history,not_applicable,high
12440,Der Besuch der alten Dame : eine tragische Komödie : Neufassung 1980 /,fiction,not_applicable,not_applicable,high
12441,Une histoire juridique de l'Occident (IIIe-IXe siècle) : le droit et la coutume /,academic,law,not_applicable,high
12442,De la dignité humaine /,academic,philosophy,not_applicable,high
12443,Introduction à l'histoire de la théologie /,academic,religion_theology,not_applicable,high
12444,La vocation de la personne : l'histoire du concept de personne de sa naissance augustinienne à sa redécouverte phénoménologique /,academic,philosophy,not_applicable,high
12445,Une histoire de la pensée juridique en Allemagne (1800-1918) : idéalisme et conceptualisme chez les juristes allemands du XIXe siècle /,academic,law,not_applicable,high
12446,Ce sera pour la prochaine fois : journal d'une survie post-fausses couches /,comics,not_applicable,biography_memoir,high
12447,Le régime de longévité : essai /,non_fiction_general,not_applicable,health_wellness,high
12448,La solitude des mourants ; suivi de: Vieillir et mourir : quelques problèmes sociologiques /,academic,sociology,not_applicable,high
12449,Les silences d'Alexandrie : roman /,fiction,not_applicable,not_applicable,high
12450,L'étoffe des Flamands : mode et peinture au XVIIe siècle /,reference,arts_art_history,not_applicable,high
12451,Leisure and ancient Rome /,academic,history,not_applicable,high
12452,"Perspektiva istorii v indoevropeistike : k probleme ""indoevropeĭskikh drevnosteĭ"" /",academic,linguistics,not_applicable,high
12453,De la construction à l'architecture /,reference,arts_art_history,not_applicable,medium
12454,"Language on display : writers, fiction and linguistic culture in post-Soviet Russia /",academic,literature_studies,not_applicable,high
12455,L'échec a-t-il des vertus économiques ? : congrès de l'Association française d'histoire économique des 4 et 5 octobre 2013 /,academic,economics_management,not_applicable,high
12456,Vocabulaire illustré de l'ornement : par le décor de l'architecture et des autres arts /,reference,arts_art_history,not_applicable,high
12457,17th-century cabinets /,reference,arts_art_history,not_applicable,high
12458,The age of surveillance capitalism : the fight for a human future at the new frontier of power /,non_fiction_general,not_applicable,current_affairs_politics,high
12459,Pour une philosophie de la photographie /,academic,philosophy,not_applicable,high
12460,Changer la baraque : les immigrés dans les syndicats suisses 1945 - 2000 /,academic,history,not_applicable,high
12461,Saint-Gervais : trente ans de culture à Genève /,non_fiction_general,not_applicable,art_culture,high
12462,Ecosse,practical,not_applicable,travel,high
12463,Impressionnisme /,reference,arts_art_history,not_applicable,high
12464,Le corps dans l'art contemporain /,reference,arts_art_history,not_applicable,high
12465,La méthode Delavier de musculation /,practical,not_applicable,sports_fitness,high
12466,"The ""Etymologies"" of Isidore of Seville /",academic,linguistics,not_applicable,high
12467,Grammaire alphabétique /,reference,linguistics,not_applicable,high
12468,"Pyrrhon, l'épicurisme /",academic,philosophy,not_applicable,high
12469,Sobranie sochineniĭ v pi͡ati tomakh /,fiction,not_applicable,not_applicable,high
12470,Les écoles vaudoises à la fin du régime bernois /,academic,history,not_applicable,high
12471,"De l'ethnographie à l'anthropologie réflexive : nouveaux terrains, nouvelles pratiques, nouveaux enjeux /",academic,anthropology_ethnology,not_applicable,high
12472,L'enquête de terrain /,academic,anthropology_ethnology,not_applicable,high
12473,Le handicap cause politique /,academic,political_science,not_applicable,high
12474,Les médecines en parallèle : multiplicité des recours au soin en Occident /,academic,anthropology_ethnology,not_applicable,high
12475,Sociologie de la famille /,academic,sociology,not_applicable,high
12476,Bronzino /,reference,arts_art_history,not_applicable,high
12477,La menace nucléaire : considérations radicales sur l'âge atomique /,non_fiction_general,not_applicable,current_affairs_politics,high
12478,Acheminement vers la parole /,academic,philosophy,not_applicable,high
12479,"Collectionneurs, amateurs et curieux : Paris, Venise : XVIe-XVIIIe siècle /",academic,history,not_applicable,high
12480,Comment enseigner l'orthographe aujourd'hui ? /,practical,not_applicable,education_learning,high
12481,Enjeux de la formation professionnelle en Suisse : le modèle suisse sous la loupe /,academic,education_sciences,not_applicable,high
12482,Le surréalisme /,reference,arts_art_history,not_applicable,high
12483,"L’adolescence, un passage : guide à l’usage des parents et des professionnel·le·s /",practical,not_applicable,parenting_family,high
12484,Systême anatomique /,reference,medicine_health,not_applicable,high
12485,"Le festin lu : le repas chez Flaubert, Zola et Huysmans /",academic,literature_studies,not_applicable,high
12486,Le Livre des morts des anciens Egyptiens /,reference,religion_theology,not_applicable,high
12487,Histoire de la folie avant la psychiatrie /,academic,history,not_applicable,high
12488,La révolution industrielle : 1780-1880 /,non_fiction_general,not_applicable,history_civilization,high
12489,"Les vies des meilleurs peintres, sculpteurs et architectes /",reference,arts_art_history,not_applicable,high
12490,L'effet Pygmalion : pour une anthropologie historique des simulacres /,academic,arts_art_history,not_applicable,high
12491,Where the crawdads sing /,fiction,not_applicable,not_applicable,high
12492,Diplomata Karolinorum : Faksimile-Ausgabe der in der Schweiz liegenden originalen Karolingerdiplome /,reference,history,not_applicable,high
12493,Imaginary conversations of literary men and statesmen,fiction,not_applicable,not_applicable,high
12494,"La performance sur mesure : sport, santé, libido, poids, sommeil, tout passe par le cerveau et la nutrition /",practical,not_applicable,health_wellness,high
12495,"Parole étouffée, parole libérée : fondements et limites d'une pédagogie de l'oral /",academic,education_sciences,not_applicable,high
12496,Histoire de la scolarisation des filles /,academic,history,not_applicable,high
12497,"Dom Juan, ou, Le festin de Pierre /",fiction,not_applicable,not_applicable,high
12498,"Die Körper des Königs : Effigies, Bildpolitik und Heiligkeit /",academic,arts_art_history,not_applicable,high
12499,Northern Renaissance art /,reference,arts_art_history,not_applicable,high
12500,Atlas de poche de neurologie /,reference,medicine_health,not_applicable,high
12501,Examen clinique /,reference,medicine_health,not_applicable,high
12502,Atlas de poche d'obstétrique /,reference,medicine_health,not_applicable,high
12503,Guide de médecine intégrative de la Clinique Mayo : quand la médecine conventionnelle s'allie à la médecine complémentaire /,reference,medicine_health,not_applicable,high
12504,La simulation en santé /,academic,medicine_health,not_applicable,high
12505,RED FLAGS : consensus d'experts : symptômes d'alarme en médecine = RED FLAGS : Expertenkonsens : Alarmsymptome der Medizin /,reference,medicine_health,not_applicable,high
12506,Atlas de poche de nutrition /,reference,medicine_health,not_applicable,high
12507,"L'endométriose : comprendre la maladie, soigner la douleur et traiter l'infertilité /",practical,not_applicable,health_wellness,high
12508,Endométriose : diagnostic et prise en charge /,reference,medicine_health,not_applicable,high
12509,Les troubles anxieux /,academic,medicine_health,not_applicable,high
12510,Les jours qui restent /,comics,not_applicable,biography_memoir,high
12511,Bien débuter : la relation soignant-soigné /,practical,not_applicable,health_wellness,high
12512,Le cygne noir : la puissance de l'imprévisible /,non_fiction_general,not_applicable,current_affairs_politics,high
12513,"L'enfant et le maudit : Siùil, a Rùn /",comics,not_applicable,not_applicable,high
12514,Motorossa /,comics,not_applicable,not_applicable,high
12515,Une nuit avec toi /,comics,not_applicable,not_applicable,low
12516,Inès /,comics,not_applicable,biography_memoir,high
12517,Padre Sicario /,comics,not_applicable,not_applicable,medium
12518,Bibliothèque historique /,reference,history,not_applicable,high
12519,Guerre des Gaules /,reference,history,not_applicable,high
12520,Recherches sur les armées hellénistiques /,academic,history,not_applicable,high
12521,Ptolemaic Alexandria.,academic,history,not_applicable,high
12522,"Voyage dans l'Empire mongol, 1253-1255 /",non_fiction_general,not_applicable,travel,high
12523,Dans l'Empire mongol /,non_fiction_general,not_applicable,travel,high
12524,"La prison, le bagne et l' histoire /",academic,history,not_applicable,high
12525,Rome et Carthage : 509-29 av. J.-C. /,academic,history,not_applicable,high
12526,Histoire militaire des guerres puniques : 264-146 av. J.-C. /,academic,history,not_applicable,high
12527,Vies des douze Césars /,non_fiction_general,not_applicable,biography_memoir,high
12528,Vies des douze Césars /,non_fiction_general,not_applicable,biography_memoir,high
12529,Celti d'Italia /,academic,history,not_applicable,medium
12530,The prae-italic dialects of Italy /,academic,linguistics,not_applicable,high
12531,Un chien pour les nuls /,practical,not_applicable,parenting_family,high
12532,Le rock pour les nuls /,practical,not_applicable,art_culture,high
12533,L'affaire Alaska Sanders : roman /,fiction,not_applicable,not_applicable,high
12534,Sémiologie médicale : l'apprentissage pratique de l'examen clinique /,reference,medicine_health,not_applicable,high
12535,Brevimed : bréviaire clinique des médicaments /,reference,medicine_health,not_applicable,high
12536,Repenser l'immigration : une boussole éthique /,academic,philosophy,not_applicable,high
12537,Le possible et le réel /,academic,philosophy,not_applicable,high
12538,Dans les montagnes de Suisse romande : 100 itinéraires de randonnée pédestre du Jura aux Alpes /,practical,not_applicable,travel,high
12539,"Devenir un parent conteur : la méthode pour imaginer, créer, raconter des histoires aux enfants /",practical,not_applicable,parenting_family,high
12540,Alpes vaudoises : immersion dans la nature sauvage /,reference,arts_art_history,not_applicable,high
12541,Le petit guide des alternatives : l'avenir est entre nos mains /,practical,not_applicable,current_affairs_politics,high
12542,"Mieux gérer votre temps pour en gagner : optimiser son organisation, prioriser ses objectifs, équilibrer vie professionnelle et vie privée /",practical,not_applicable,personal_development,high
12543,"Théorie : bateau à moteur cat. A, bateau à voile cat. D",practical,not_applicable,sports_fitness,high
12544,"Maths, méthode de Singapour : cycle 2, CP /",practical,not_applicable,education_learning,high
12545,Banksy /,reference,arts_art_history,not_applicable,high
12546,Littérature et écologie : le mur des abeilles /,academic,literature_studies,not_applicable,high
12547,The witcher = le sorceleur /,fiction,not_applicable,not_applicable,high
12548,Droit pénal économique /,academic,law,not_applicable,high
12549,Joan Mitchell : la fureur de peindre /,reference,arts_art_history,not_applicable,high
12550,The ancient world in silent cinema /,academic,arts_art_history,not_applicable,high
12551,Constitution fédérale de la Confédération suisse : du 18 avril 1999 (état le 1er janvier 2021) /,reference,law,not_applicable,high
12552,Tout sur l'art : panorama des mouvements et des chefs-d'œuvre /,reference,arts_art_history,not_applicable,high
12553,"Reliques et reliquaires : Jérusalem, Rome, Compostelle et... la Provence /",academic,religion_theology,not_applicable,high
12554,Les NFT en 40 questions : comprendre les Non Fungible Tokens /,practical,not_applicable,science_technology,high
12555,"""Degenerate art"" : the fate of the Avant-Garde in Nazi Germany : [Los Angeles County Museum of Art, February 17-May 12, 1991 : The Art Institute of Chicago, June 22-September 8, 1991] /",reference,arts_art_history,not_applicable,high
12556,"La nature morte, ou La place des choses : l'objet et son lieu dans l'art occidental /",academic,arts_art_history,not_applicable,high
12557,Musée cantonal des beaux-arts de Lausanne : guide de la collection /,reference,arts_art_history,not_applicable,high
12558,Communication progressive du français : C1 C2 : perfectionnement : avec 700 exercices /,reference,linguistics,not_applicable,high
12559,Vocabulaire progressif du français : A1 débutant /,practical,not_applicable,language_learning,high
12560,La bible des échecs : apprendre à jouer comme un maître /,practical,not_applicable,games_entertainment,high
12561,La justice pénale : les sanctions selon les juges et selon l'opinion publique /,academic,law,not_applicable,high
12562,Pour éviter un crime écologique de masse /,non_fiction_general,not_applicable,current_affairs_politics,high
12563,"Sommes-nous trop ""bêtes"" pour comprendre l'intelligence des animaux ? /",popular_science,psychology,not_applicable,high
12564,Histoire de la Suisse /,academic,history,not_applicable,high
12565,L'école vaudoise /,academic,history,not_applicable,high
12566,Nouvelle histoire de la Suisse et des Suisses.,non_fiction_general,not_applicable,history_civilization,high
12567,La guerre du Sonderbund : la Suisse de 1847 /,non_fiction_general,not_applicable,history_civilization,high
12568,Oeuvres /,academic,political_science,not_applicable,high
12569,La trilogia di Nerone /,fiction,not_applicable,not_applicable,medium
12570,Skincare : Objectif belle peau ! /,practical,not_applicable,health_wellness,high
12571,Young queens : three Renaissance women and the price of power /,non_fiction_general,not_applicable,biography_memoir,high
12572,The law of state immunity /,academic,law,not_applicable,high
12573,Traquée : la cavale d'Angela Davis /,comics,not_applicable,biography_memoir,high
12574,"Document non enregistré, emprunté par fiche de prêt : pour les détails, se renseigner à la bibliothèque",other,not_applicable,not_applicable,low
12575,Rome /,reference,history,not_applicable,high
12576,La place financière et les banques suisses à l'époque du national-socialisme : les relations des grandes banques avec l'Allemagne (1931-1946) /,academic,history,not_applicable,high
12577,Nouvelle histoire de la pensée économique.,academic,economics_management,not_applicable,high
12578,Comprendre le nazisme /,non_fiction_general,not_applicable,history_civilization,high
12579,"Voir, capter, dessiner ! : [volume 1] : 67 tutos /",practical,not_applicable,crafts_hobbies,high
12580,"La communication écrite en Suisse : lettres, courriels et autres formes de correspondance mises au goût du jour /",practical,not_applicable,education_learning,high
12581,Les couleurs de nos souvenirs /,non_fiction_general,not_applicable,biography_memoir,medium
12582,Concevoir une formation /,practical,not_applicable,education_learning,high
12583,Ma thèse en 180 secondes ® : quand la science devient spectacle /,non_fiction_general,not_applicable,science_technology,high
